X;Y;osm_id;type;name;brand;operator;wheelchair;opening_hours;level;siret;profession_ref;wikidata;website;phone;email;facebook;address;com_insee;com_nom;last_update
4.8024325;45.7710361003765;node/2017222905;bakery;Le Moment d'y Goûter;;;;;;;;;;;;;;"69123";Lyon;2020-11-14
4.8050691;45.7752095003759;node/2017222913;alcohol;La Cave de Valmy;;;;"Tu-Sa 09:00-13:00,14:00-19:30";;"42099794200032";;;;;;;;"69123";Lyon;2022-09-01
4.8033686;45.7712456003765;node/2017222918;restaurant;Le Rochebriand;;;;;;;;;;;;;;"69123";Lyon;2020-11-14
4.8050664;45.7727011003763;node/2017222923;cafe;Grand Café de la Place;;;;;;;;;;;;;;"69123";Lyon;2014-04-14
4.805539;45.7730781003762;node/2017222928;bakery;L'Art et la Meunière;;;;Mo-Fr 07:00-19:30;;"80454841000013";;;;;;;;"69123";Lyon;2022-03-01
4.803679;45.7698369003767;node/2017222937;restaurant;Le Cap;;;;;;;;;;;;;;"69123";Lyon;2022-07-19
4.8047928;45.7682857003769;node/2017222941;convenience;Casino shop;Casino Shop;Casino;;;;"42826802334860";;Q2670967;;;;;;"69123";Lyon;2022-03-01
4.8053455;45.7723420003763;node/2017222953;kiosk;;;;;;;;;;;;;;;"69123";Lyon;2021-01-07
4.8052784;45.7713373003765;node/2017222956;fast_food;Big Fernand;Big Fernand;;;"Mo-Th 11:45-14:30,17:00-22:00; Fr 12:00-14:30,17:00-22:30; Sa,Su 12:00-22:30";;"85276390300014";;Q19521346;;;;;;"69123";Lyon;2020-12-22
4.8053024;45.7731277003762;node/2017222961;restaurant;Hokkaido;;;;"Mo-Sa 11:30-14:30,19:00-22:30; Su 11:30-14:30";;"79406296800019";;;;+33 4 74 26 01 39;;;;"69123";Lyon;2022-11-11
4.805622;45.7729781003762;node/2017222964;butcher;Délices de la Soummam;;;;;;;;;;+33 4 78 47 29 10;;;;"69123";Lyon;2020-04-11
4.805277;45.7719113003764;node/2017222968;bank;Crédit Mutuel;Crédit Mutuel;;;"Tu,We,Fr 08:45-17:45; Th 08:45-12:15,14:45-17:45; Sa 09:00-13:00";;;;Q642627;;;;;;"69123";Lyon;2021-04-04
4.8052583;45.7717081003764;node/2017222972;convenience;La Vie Claire Lyon Vaise;La Vie Claire;;;"Mo-Sa 09:30-19:30; Su 09:00-13:00";;"63200001401223";;Q3213589;https://www.lavieclaire.com/magasin-bio/lyon-vaise.html;+33 4 72 19 78 68;;https://www.facebook.com/Lavieclaire;;"69123";Lyon;2020-05-15
4.8041036;45.7717517003764;node/2017222977;restaurant;O'Kypos;;;;"Mo, Tu 12:00-13:30; We-Sa 12:00-13:30, 19:00-22:00";;"42276406800033";;;www.o-kypos.fr;+33 4 78 83 58 56;;;;"69123";Lyon;2020-10-05
4.8052187;45.775063100376;node/2017222986;bar;Au Grand Paris;;;;;;;;;;;;;;"69123";Lyon;2022-09-01
4.833826;45.7768210003757;node/2019554927;restaurant;Okawali;;;;"Tu-Su 12:00-14:00, 18:30-21:30";;"84539808000026";;;;"+33472070699";;;;"69123";Lyon;2021-03-23
4.8332116;45.7768234003757;node/2019554931;pharmacy;Pharmacie du Mail;;;;;;"32855493600026";"690019971";;;+33 4 78 28 20 56;;;;"69123";Lyon;2020-04-11
4.8336394;45.7759995003758;node/2019554933;pub;Dikkenek Café;;;;"Mo 15:00-24:00; Tu-Sa 00:00-01:00,15:00-24:00; Su 00:00-01:00,16:00-24:00";;"84922373000011";;;http://dikkenek-cafe.fr;+33 4 69679765;;;;"69123";Lyon;2022-09-17
4.8331231;45.7774329003756;node/2019554937;laundry;Écolaverie;;;;Mo-Su 07:00-20:30;;;;;https://eco-laverie-du-mail-economiqueecologique.business.site/;+33 7 83 22 01 04;;;;"69123";Lyon;2021-03-08
4.8347928;45.7767958003757;node/2019554944;convenience;Épicerie Lyon 4ème;;;;;;;;;;;;;;"69123";Lyon;2022-10-06
4.8336478;45.7758486003758;node/2019554947;caterer;Fruta Madre;;;;;;;;;;;;;;"69123";Lyon;2019-07-06
4.83365;45.7768274003757;node/2019554949;restaurant;Yoshi;;;;;;"53120670400011";;;;;;;;"69123";Lyon;2021-04-10
4.8321522;45.7754574003759;node/2019574494;newsagent;Mag Presse City;;;;"Mo-Fr 07:00-20:00; Sa 08:00-20:00; Su,PH 08:00-19:00";;;;;;;;;;"69123";Lyon;2022-10-04
4.8327742;45.7761636003758;node/2019574496;convenience;Le Petit Casino;Petit Casino;;yes;Mo-Sa 08:00-20:00;;;;Q2670967;;;;;;"69123";Lyon;2020-03-27
4.8331486;45.7763993003757;node/2019574498;convenience;Carrefour City;Carrefour City;Carrefour;yes;"Mo-Sa 07:00-22:00; Su 08:30-22:00";;"50935305800035";;Q2940187;;;;;;"69123";Lyon;2020-05-15
4.8336836;45.7761420003758;node/2019574502;restaurant;Comptoir sauvage;;;;"We-Fr 11:00-17:00; Sa,Su 11:00-15:00";;;;;https://www.comptoirsauvage.com/;+33 4 78 91 47 22;hello@comptoirsauvage.com;;;"69123";Lyon;2021-08-08
4.8329769;45.7762309003758;node/2019574503;bakery;Maison Jolivet Père & Filles;;;yes;Mo-Sa 06:30-19:30;;"49814740400053";;;;+33 4 78 28 06 19;;https://www.facebook.com/boulangeriemaisonjolivet/;;"69123";Lyon;2020-05-23
4.8348062;45.7756547003759;node/2019574504;lottery;Croix-Rousse loto;;;;;;;;;;;;;;"69123";Lyon;2021-09-11
4.8332723;45.7771052003757;node/2019574507;bakery;ô fournil des artistes;;;;Tu-Sa 06:45-20:00;;"79461692000011";;;;;;;;"69123";Lyon;2020-05-23
4.8333041;45.7774244003756;node/2019574512;restaurant;Toi sushi;;;;;;;;;;;;;;"69123";Lyon;2021-03-08
4.83501;45.7766275003757;node/2019574515;bar;La Voguette;;;;Mo-Sa 17:30-01:00;;"53321872300054";;;;;;;;"69123";Lyon;2020-05-23
4.8330252;45.7766425003757;node/2019574521;tobacco;Tabac du Mail;;;;;;;;;;;;;;"69123";Lyon;2021-09-11
4.8321648;45.7757494003758;node/2019632287;doityourself;Quincaillerie Blondet;;;;Tu-Sa 09:00-19:00;;"40029028400019";;;;+33 4 78 28 34 46;;https://www.facebook.com/QuincaillerieBlondet1912/;;"69123";Lyon;2022-10-04
4.8321721;45.7758510003758;node/2019632288;fast_food;Burger King;Burger King;;;"Mo-Th 10:30-01:00, Fr-Su 10:30-02:00";;;;Q177054;https://www.burgerking.fr/restaurants/q/lyon-croix-rousse;;;;;"69123";Lyon;2021-03-08
4.8321535;45.7754836003759;node/2019632289;florist;Emilien&Coralie Artisans Fleuristes;;;;;;"44973944000062";;;;;;;;"69123";Lyon;2020-05-15
4.832197;45.7761364003758;node/2019632290;pharmacy;Pharmacie des Lions;;;;;;"49828346400010";"690019906";;;+33 4 78 39 29 24;;;;"69123";Lyon;2021-05-01
4.8326202;45.7753797003759;node/2019632292;newsagent;Tabac Presse Aux Volutes;;;;Mo-Sa 06:00-19:00;;"39313311100012";;;;;;;;"69123";Lyon;2020-03-28
4.8349577;45.7760306003758;node/2019632293;restaurant;Le Comptoir du Vin;;;;"Mo-Fr 12:00-14:00, 19:00-23:00; Sa 12:00-14:00";;"32888618900039";;;;;;;;"69123";Lyon;2021-03-05
4.8335676;45.7758800003758;node/2019632294;restaurant;Chez les Bobos;;;;;;"75183498700016";;;;;;;;"69123";Lyon;2021-03-21
4.8334846;45.7768298003757;node/2019632297;bar;Le Bistrot fait sa broc';;;;;;;;;;;;;;"69123";Lyon;2014-04-13
4.8476703;45.7565547003786;node/2019880952;restaurant;Le Voltaire;;;;;;"84490806100022";;;;;;;;"69123";Lyon;2020-05-14
4.8474574;45.7566337003786;node/2019880955;hairdresser;Fashion Coiffure;;;;;;"50185103400022";;;;;;;;"69123";Lyon;2022-03-18
4.848473;45.7566977003785;node/2019880957;cafe;Le 7 d'or;;;;;;"78858758200016";;;;;;;;"69123";Lyon;2020-05-14
4.8472235;45.7565752003786;node/2019880964;restaurant;O Chicken Palace;;;;;;;;;;;;;;"69123";Lyon;2022-05-11
4.8476347;45.7566798003785;node/2019881021;hairdresser;3e Avenue;;;;;;;;;;;;;;"69123";Lyon;2022-03-18
4.8700406;45.7530545003791;node/2024995955;bar;Le Petit Bar;;;no;;;"45327096900026";;;;;;;;"69123";Lyon;2022-01-04
4.8315921;45.7697781003767;node/2030128839;pub;Le Trokson;;;no;"Mo-Sa 16:00-01:00, Su 16:00-23:00";;"48401629000013";;;;;;;;"69123";Lyon;2020-05-14
4.8260361;45.731806600382;node/2032678421;bakery;Le Bistrot Boulanger;;;yes;Mo-Su 06:00-20:00;;;;;;"+33472942575";;;;"69123";Lyon;2022-04-09
4.8427454;45.7556618003787;node/203963959;bank;CIC;CIC;CIC;;"Tu,We,Fr 08:50-12:30,13:30-17:45, Th 08:50-12:30,14:15-17:45, Sa 09:00-12:20";;;;Q746525;;;;;;"69123";Lyon;2018-04-20
4.8426935;45.7559100003787;node/203963968;pharmacy;Pharmacie Jeantet;;;yes;Mo-Sa 08:00-19:30;;"45409511800013";"690019351";;;+33 4 78 60 13 37;;;;"69123";Lyon;2020-05-14
4.8426784;45.7560562003786;node/203963977;cafe;Le Mistral;;;;;;"95451043400010";;;;;;;;"69123";Lyon;2020-05-14
4.8424818;45.7552449003788;node/203963982;pharmacy;Pharmacie de la Guillotière;;;yes;"Mo-Fr 08:45-13:00,13:45-19:30, Sa 09:00-13:00,14:00-19:00";;"83850405800010";"690021282";;;+33 4 78 72 32 04;;;;"69123";Lyon;2020-05-23
4.8429762;45.7550226003788;node/203963988;fast_food;McDonald's;McDonald's;;;"Su-Tu 09:00-03:00, We,Th 09:00-04:00, Fr,Sa 09:00-05:00";;"43159838200023";;Q38076;;;;;6 Place Gabriel Péri;"69123";Lyon;2020-05-15
4.8432173;45.7561439003786;node/203965260;supermarket;U Express;U Express;;;;;;;Q2529029;;;;;;"69123";Lyon;2020-06-17
4.8587798;45.7679303003769;node/2049795649;restaurant;Brasserie des Brotteaux;;;limited;;;"34217709400014";;Q2924053;https://www.brasseriedesbrotteaux.com/;;;;;"69123";Lyon;2022-04-05
4.8593663;45.7313454003821;node/2062871129;bar;Tabac;;;;;;"53996506100010";;;;+33 4 37 28 91 04;;;;"69123";Lyon;2021-11-01
4.859897;45.7316665003821;node/2062871141;laundry;Clean discount pressing;;;;;;"41415505100017";;;;;;;;"69123";Lyon;2022-11-10
4.8589408;45.7312097003821;node/2062871143;nightclub;New Hollywood;;;;;;"53914158000016";;;;+33 4 78 69 42 77;;;6 Rue Henri Barbusse;"69123";Lyon;2020-05-23
4.8588885;45.732168300382;node/2062871148;hairdresser;Elle & Lui;;;;;;;;;;;;;;"69123";Lyon;2021-03-28
4.8561138;45.7304720003822;node/2062871150;car_repair;Garage du soleil;;;;;;"48168848900014";;;;;;;;"69123";Lyon;2020-05-15
4.8818285;45.7485083003797;node/2065213914;hairdresser;N’Hair’J;;;;;;"80424201400012";;;;;;;;"69123";Lyon;2020-05-23
4.8279359;45.7714618003764;node/2066506026;pub;Le Farmer;;;limited;We-Su 18:00-01:00;;"82377506900011";;;;;;;;"69123";Lyon;2020-05-14
4.8206693;45.7761743003758;node/2073912327;bank;LCL;LCL;;;;;;;Q779722;;;;;;"69123";Lyon;2018-04-20
4.8264018;45.7741645003761;node/2074238634;hairdresser;Steeve et Patrick;;;;"Tu,We 09:00-12:00,14:00-19:00; Th,Fr 09:00-19:00; Sa 08:00-14:30";;"40271293900022";;;;;;;;"69123";Lyon;2020-05-23
4.8282337;45.7738586003761;node/2074245858;bank;Caisse d'Épargne;Caisse d'Épargne;;yes;"Tu-Fr 09:15-12:30,13:30-18:00; Sa 08:45-12:30";;;;Q1547738;;;;;;"69123";Lyon;2019-11-06
4.8250398;45.774320100376;node/2074304493;vehicle_inspection;Autosur;Autosur;Sécuritest;;;;;;Q64224807;;;;;;"69123";Lyon;2021-06-30
4.8266996;45.7741738003761;node/2074304501;pharmacy;Pharmacie Moreau;;;;"Mo-Fr 08:30-12:30, Sa 08:30-13:00,14:00-19:00, Mo-Fr 14:00-19:30";;"45311847300017";"690019807";;;+33 4 78 27 01 95;;;;"69123";Lyon;2022-03-30
4.8277964;45.7738481003761;node/2074329347;restaurant;Brasserie de la Mairie;;;no;"Mo 07:30-14:00, Fr-Su 06:30-01:00; Tu 06:30-01:00, We 07:00-01:00";;;;;;;;;;"69123";Lyon;2019-11-06
4.8299959;45.7739962003761;node/2074329348;butcher;Boucherie du Marché;;;;;;;;;;;;;;"69123";Lyon;2020-03-29
4.8301515;45.7740036003761;node/2074329349;bakery;Fournil du Boulevard;Festival des Pains;;no;"Tu-Sa 06:30-19:30; Su 06:00-15:00,16:30-19:30";;"53342054300027";;Q3070334;;;;;;"69123";Lyon;2020-05-23
4.8273726;45.7738163003761;node/2074329351;seafood;Maison Vianey;;;;"Tu-Th 08:00-19:00; Fr,Sa 07:30-20:00; Su 08:00-13:00";;"80304473400017";;;;;;;;"69123";Lyon;2020-05-15
4.8290892;45.7739557003761;node/2074329353;chocolate;Voisin;Voisin;;;Tu-Sa 09:00-19:00;;"95751793100078";;Q3562373;https://www.chocolats-voisin.fr/;+33 4 78 27 33 72;;https://www.facebook.com/chocolatsvoisin/;;"69123";Lyon;2021-04-05
4.8276918;45.7738416003761;node/2074329355;cheese;Cheese Street;;;yes;"Tu-Sa 07:00-13:00,16:00-19:00; Su,PH 08:00-13:00";;;;;;;;;;"69123";Lyon;2020-04-02
4.8313051;45.7753731003759;node/2074351822;bakery;Maison Manzoni;;;;;;;;;;;;;;"69123";Lyon;2020-03-29
4.8431398;45.7547520003788;node/2077013410;bar;La Faute aux Ours;;;yes;"Tu-Th 18:00-01:00, Fr-Sa 18:00-02:00";;"53389134700015";;;https://fr-fr.facebook.com/La-Faute-aux-Ours-208707902544699/;+33 9 52958041;;;;"69123";Lyon;2020-05-14
4.8118307;45.7738199003761;node/2077021387;restaurant;Le Tagalou;;;;;;"38330884800027";;;http://www.letagalou.com/;;;;20 Quai Joseph Gillet;"69123";Lyon;2022-03-01
4.8402604;45.760605700378;node/2077022276;bar;La Passagère;;;;"Mo-Sa 14:00-03:00; Su 14:00-02:00";;;;;;;;;11 Quai Victor Augagneur;"69123";Lyon;2020-06-17
4.8403229;45.7610785003779;node/2077022277;bar;Le Sirius;;;limited;"Mo-Sa 14:00-03:00; Su 14:00-22:00";;;;;https://www.lesirius.com/;+33 4 78 71 78 71;contact@lesirius.com;https://www.facebook.com/lesiriuslyon;;"69123";Lyon;2022-04-15
4.8413212;45.7573383003785;node/2077023798;restaurant;À Ma Vigne;;;;"Mo-Sa 12:00-13:30; Fr,Sa 19:00-21:00";;"35256008000017";;;;;;;;"69123";Lyon;2020-05-14
4.8447143;45.7583807003783;node/2077028122;post_office;La Poste Lyon Préfecture;;La Poste;yes;"Mo,We-Fr 09:00-12:30,14:00-17:30; Tu 09:00-12:00,14:15-17:30; Sa 09:00-12:00; PH off; 2021 Dec 31 09:00-12:30";;;13194A;;;;;;;"69123";Lyon;2021-12-26
4.8394258;45.7541332003789;node/2077032484;bar;Sauvage;;;;Tu-Sa 18:00-01:00;;"83105601500017";;;https://fr-fr.facebook.com/pages/Gonzo-Bar-Lyon/196374213736398;+33 9 52 83 07 50;;;;"69123";Lyon;2020-05-14
4.8397073;45.7540392003789;node/2077032485;restaurant;Le Café du Nain;;;limited;"Mo-Fr 12:00-14:00,18:30-00:00";;;;;;;;;;"69123";Lyon;2021-03-30
4.840935;45.7549831003788;node/2077032486;convenience;Hiep Hung;;;;"Tu-Sa 09:00-19:00, Su 10:00-19:00";;"33422119900030";;;;;;;;"69123";Lyon;2021-12-22
4.8407714;45.7549036003788;node/2077032487;restaurant;Saïgon Gourmet;;;;"Mo-Su 11:30-14:00,19:00-23:00; We off";;"88052185100019";;;;+33 4 78581827;;;;"69123";Lyon;2020-05-14
4.8414123;45.7553168003787;node/2077032488;convenience;;China Express;;;Th-Tu 09:00-19:00;;;;;;;;;;"69123";Lyon;2022-04-16
4.8412729;45.7547240003788;node/2077035522;alcohol;;;;;;;;;;;;;;;"69123";Lyon;2021-12-22
4.8408129;45.7544554003789;node/2077035524;restaurant;Jonque d'Or;;;;"Fr-We 12:00-14:30,19:00-22:30";;"41302900000010";;;;;;;;"69123";Lyon;2020-12-14
4.8416311;45.7547383003788;node/2077035525;restaurant;Phnom Pich;;;no;"Mo-Su 11:30-19:00; We off";;"82295323800018";;;;+33 4 78694103;maurice.peak@gmail.com;https://www.facebook.com/profile.php?id=100063636396620;;"69123";Lyon;2022-10-13
4.8407043;45.7530902003791;node/2077036332;restaurant;Bistrot Japonais Kuro Goma;;;limited;"Tu-Sa 12:00-13:30, 18:30-21:00";;;;;https://kurogomalyon.fr/fr;"+33988060608";kurogomalyon@gmail.com;https://www.facebook.com/pages/category/Japanese-Restaurant/KURO-GOMA-1543896765725540/;;"69123";Lyon;2021-11-01
4.8402022;45.753244100379;node/2077036333;restaurant;Maori;;;limited;"Tu-Sa 12:00-14:00,19:00-22:00";;"82145478200011";;;;;;;;"69123";Lyon;2022-06-01
4.8402161;45.753097600379;node/2077036334;restaurant;Le Tibouren;;;;"Mo,Tu,Th 12:00-14:00, We-Sa 19:00-24:00";;"50302673400015";;;;;;;;"69123";Lyon;2022-06-01
4.8404508;45.7518930003792;node/2077185043;bakery;Boulangerie du 29;;;yes;;;"80373647900012";;;;;;;;"69123";Lyon;2022-04-10
4.8408006;45.7541514003789;node/2077185044;restaurant;Imouto;;;limited;"Mo-Su 12:00-14:00,19:30-22:00; Sa 12:00-14:00,19:00-22:30";;;;;https://www.imouto.fr/;+33 4 72 76 99 53;contact@imouto.fr;restaurantimouto;;"69123";Lyon;2020-11-18
4.8424262;45.7545382003789;node/2077185045;fast_food;Burgers;;;;;;;;;;;;;;"69123";Lyon;2020-08-25
4.8430183;45.7564480003786;node/2077197529;convenience;De l'Autre Côté de la Rue;;;;"Mo 16:00-20:00; Tu,We,Fr,Sa 10:00-20:00; Th 10:00-13:00,16:00-20:00";;"49185804900027";;;http://www.delautrecotedelarue.net/;+33 4 72 60 88 05;;;;"69123";Lyon;2022-06-11
4.8424884;45.7573632003784;node/2077197531;chocolate;Voisin Liberté;Voisin;;;"Tu-Sa 09:00-12:30,14:30-19:00";;"95751793100110";;Q3562373;https://www.chocolats-voisin.fr/;+33 4 78 60 60 74;;https://www.facebook.com/chocolatsvoisin/;;"69123";Lyon;2021-04-05
4.8328938;45.774734100376;node/2078674107;pharmacy;Pharmacie Du Gros Caillou;;;;"Mo-Fr 08:00-13:00, 13:30-19:00 ; Sa 09:00-12:30, 15:00-18:30";;"48216536200013";"690019823";;https://pharm-lyon.com/;+33 4 78 28 46 82;;;;"69123";Lyon;2020-10-04
4.8067302;45.7814022003751;node/2083888510;bakery;Le bistro boulanger;;;yes;;;;;;;;;;1 Rue du 24 Mars 1852;"69123";Lyon;2022-10-08
4.8474388;45.753597300379;node/2083923589;alcohol;20 000 Lieues sous la Bière;;;;Tu-Sa 15:00-19:30;;"49807054900015";;;https://www.facebook.com/20000LieuesSousLesBieres/;;;;;"69123";Lyon;2020-09-10
4.8427227;45.7548848003788;node/2086430153;supermarket;Supercasino;;Casino;;;;"42826802302123";;;https://www.supercasino.fr/;;;;Place Gabriel Péri;"69123";Lyon;2020-05-23
4.8425979;45.7556397003787;node/2087100501;bar;Félix Café;;;;;;"82201493200013";;;;;;;;"69123";Lyon;2020-07-01
4.8426583;45.7556124003787;node/2087124635;telecommunication;Blue GSM;;;;;;"81486525900018";;;https://bluegsm69.wixsite.com/monsite;"+33658465976";;;;"69123";Lyon;2021-07-18
4.8158284;45.7432051003804;node/2088207205;restaurant;Intermezzo;;;;"Apr-Sep: Tu-Sa 11:00-22:00, Apr-Sep: Su 11:00-20:00, Oct-Mar: Mo-Th 11:00-15:00, Oct-Mar: Fr,Sa 11:00-22:00, Oct-Mar: Su 11:00-18:00";;"75199426000022";;;;;;;;"69123";Lyon;2020-05-14
4.8161167;45.7430804003805;node/2088207206;bank;LCL;LCL;LCL;;"Tu-Fr 08:30-12:00, Tu,We,Fr 13:30-18:00, Th 14:15-18:00, Sa 08:45-12:00";;;;Q779722;;;;;;"69123";Lyon;2022-03-01
4.8165531;45.7429028003805;node/2088224388;bar;Le St Trop;;;;Mo-Su 11:00-23:00;;;;;;;;;;"69123";Lyon;2020-01-09
4.8166738;45.7428632003805;node/2088224389;restaurant;Romanza;;;;;;"53327572300013";;;;;;;;"69123";Lyon;2020-05-16
4.8405047;45.7623494003777;node/2092711145;cafe;Star Ferry;;;;;;;;;;;;;;"69123";Lyon;2015-09-08
4.8327541;45.7683903003769;node/2092747331;fast_food;Tandoori;;;;;;;;;;;;;;"69123";Lyon;2021-03-10
4.8361798;45.7693203003767;node/2092747332;clothes;Laspid;;;;"Tu-Sa 11:00-13:00,14:00-19:00";;"49297371400032";;;http://www.laspid.com/;;;;;"69123";Lyon;2020-05-18
4.8366471;45.7671412003771;node/2092753900;pub;Les Berthom;;;;;;;;;https://www.lesberthom.com/;;;;;"69123";Lyon;2020-02-07
4.8369364;45.7668485003771;node/2092755255;cafe;Café 203;;;;;;"41061396200035";;;;;;;;"69123";Lyon;2020-05-14
4.8374046;45.7667989003771;node/2092759463;restaurant;Victoire & Thomas;;;;"Tu-Sa 12:00-15:00, 18:00-01:00";;;;;https://www.victoire-thomas.com/;"+33481118619";;;;"69123";Lyon;2019-05-09
4.8337055;45.7681747003769;node/2092767316;pub;Le Perroquet Bourré;;;;"Mo,Tu 18:30-02:30, We-Sa 18:30-03:30, Su 18:30-02:00";;"47966961600019";;;http://www.perroquet-bourre.com/;+33 6 68 68 03 12;;;;"69123";Lyon;2020-05-14
4.847072;45.7545091003788;node/2092840972;cafe;Gnome & Rhône;;;;"Mo-Fr 11:00-01:00, Sa,Su 16:00-01:00";;"82131547000012";;;https://www.facebook.com/legnomeetrhone/;+33 4 78602786;legnomeetrhone@gmail.com;;;"69123";Lyon;2022-06-21
4.8470185;45.7547381003788;node/2092840975;bakery;La Miche Au Vieux Four;;;;"Mo-Fr 06:00-20:00, Sa 06:00-14:00,15:00-20:00";;"52363676900011";;;;+33 4 78 62 35 55;;;;"69123";Lyon;2021-01-25
4.8287107;45.7736987003761;node/2093658048;restaurant;Comme à la maison;;;;;;;;;https://website-559070167340460743912-restaurant.business.site/;+33 4 72 73 36 14;;;5 rue Sainte-Clotilde;"69123";Lyon;2022-01-25
4.8406148;45.7549557003788;node/2094121930;restaurant;Taï Thu;;;;We-Mo 11:30-22:00;;"54000553500013";;;;;;;;"69123";Lyon;2020-05-14
4.8564144;45.760334300378;node/2097808772;fast_food;Big Fernand;Big Fernand;;yes;;;;;Q19521346;;;;;;"69123";Lyon;2021-11-03
4.8648032;45.7542155003789;node/2097884072;restaurant;Midipopote;;;no;Mo-Fr 12:00-15:00;;"84117981500011";;;https://midipopote.business.site/;+33 4 78538063;midipopote@gmail.com;;140 Avenue Félix Faure;"69123";Lyon;2022-06-03
4.8545824;45.7681386003769;node/2100136733;pub;Le Bossuet;;;;;;;;;;;;;;"69123";Lyon;2013-01-25
4.8547005;45.7681573003769;node/2100136737;fast_food;oscar et moi;;;;;;;;;;;;;;"69123";Lyon;2013-01-07
4.8421815;45.7547652003788;node/2100692054;bakery;Croq'Pain;;;;;;"51124267900013";;;;;;;;"69123";Lyon;2020-05-23
4.8399408;45.7539605003789;node/2100694942;restaurant;Chez Marcel et Daniel;;;;;;;;;;+33 4 78 72 41 53;;;;"69123";Lyon;2021-01-14
4.8345883;45.7626784003777;node/2100925215;clothes;Blush;;;;Mo-Sa 10:00-19:00;;"83459940900010";;;https://blush-conceptstore.com/;+33 4 78 92 42 30;;blushconceptstorelyon;;"69123";Lyon;2020-06-05
4.8326542;45.7666942003771;node/2100935465;restaurant;Chez Paul;;;;"Mo-Sa 12:00-14:00, 19:30-21:30";;"45250528200015";;;https://www.bouchonchezpaul.fr/;;;;;"69123";Lyon;2020-05-14
4.8359523;45.7628930003777;node/2100936060;clothes;Jules;Jules;;;Mo-Sa 10:00-19:00;;"30515426200995";;Q3188386;;;;;;"69123";Lyon;2022-11-01
4.8081051;45.7832753003748;node/2102077329;restaurant;Matsuri;;;yes;"PH,Mo-Su 12:00-14:30,19:00-22:30";;"50741042100014";;;https://www.matsuri.fr/;;;;60 Rue de Saint-Cyr;"69123";Lyon;2022-04-18
4.8048147;45.7791642003754;node/2102107084;butcher;La Boucherie du Métro;;;;Mo-Sa 08:30-19:30;;"82760632800017";;;;;;;;"69123";Lyon;2022-09-28
4.8070774;45.7801943003752;node/2102125411;tobacco;Le Scott;;;;;;;;;;;;;;"69123";Lyon;2020-04-01
4.8087309;45.7736386003761;node/2102142374;bank;LCL;LCL;;;"Tu-Fr 08:30-12:00; Sa 08:45-12:00; Tu,We,Fr 13:30-18:00; Th 14:15-18:00";;;;Q779722;;;;;;"69123";Lyon;2018-04-20
4.8088989;45.7735764003762;node/2102142836;fast_food;Musty Kebab;;;;;;;;;;;;;;"69123";Lyon;2021-02-01
4.8425166;45.7546644003788;node/2103146931;fast_food;L'arc en Ciel;;;;;;"84480185200014";;;;;;;Place Gabriel Péri;"69123";Lyon;2020-05-23
4.8424525;45.7545749003789;node/2103146936;fast_food;Nazim Baba;;;;;;;;;;;;;;"69123";Lyon;2020-08-25
4.8422196;45.7551923003788;node/2103161662;restaurant;Tandoori Hot;;;;Mo-Su 12:00-23:00;;"81800709800010";;;;"+33982430800";;;;"69123";Lyon;2020-05-14
4.8426183;45.7548372003788;node/2103161663;tobacco;;;;;;;;;;;;;;;"69123";Lyon;2021-06-30
4.8425509;45.7547123003788;node/2103161664;fast_food;Le Palais des Gateries;;;;;;;;;;;;;Place Gabriel Péri;"69123";Lyon;2013-03-09
4.8479802;45.7479524003798;node/2105036559;bakery;Le Moulin Gourmand;;;;;;"83229980400019";;;;;;;;"69123";Lyon;2020-09-09
4.8140864;45.7735411003762;node/2106908997;restaurant;R2C Casino;;;;;;;;;http://www.r2c-restauration.fr/;;;;;"69123";Lyon;2013-01-12
4.8289526;45.7630506003776;node/2106987356;pub;Les Fleurs du Malt - Le Bar;;;;"Mo 17:00-00:00; Tu-We 17:00-01:00; Th-Sa 14:00-02:00; Su 14:00-00:00";;"75304704200019";;;http://www.lesfleursdumaltlebar.fr/;"+33472656416";;;;"69123";Lyon;2020-05-14
4.8289739;45.7631982003776;node/2106987357;restaurant;Chez Chabert;;;;"Tu-Sa 12:00-13:30, 19:00-23:00; Mo 19:00-23:00";;"52088327300028";;;http://www.chezchabert.com/;;;;;"69123";Lyon;2021-03-20
4.8273998;45.7664433003772;node/2107157552;bar;La Mi Graine;;;;;;"38431896000018";;;https://fr-fr.facebook.com/barlamigraine/;+33 4 78 27 73 88;;;11 Place Saint-Paul;"69123";Lyon;2020-05-14
4.834123;45.7574420003784;node/2108038887;photo;Images Photo;;;yes;Tu-Sa 10:00-19:00;;;;;https://lyon.images-photo.com;"+33478421555";lyon@images-photo.com;;;"69123";Lyon;2020-02-11
4.8341833;45.7575680003784;node/2108038909;clothes;1 2 3;;;yes;"Tu-Sa 09:30-19:00; Mo 10:00-19:00";;"44460046401026";;;;;;;;"69123";Lyon;2022-11-09
4.8548316;45.7665092003772;node/2108414413;restaurant;Messob;;;;"Tu-Fr 19:00-23:30; Sa,Su 12:00-14:30,19:00-23:30";;"48199553800016";;Q61942221;http://www.restaurant-ethiopien.fr/;+33 4 78242575;;;;"69123";Lyon;2021-01-22
4.8431601;45.7558069003787;node/2108446217;fast_food;Vargo;;;;;;"39225394400020";;;;;;;;"69123";Lyon;2020-12-11
4.8415199;45.7560090003786;node/2108465475;bar;Le Gambetta;;;;;;"41276652900017";;;;;;;;"69123";Lyon;2020-05-23
